585043978694844416	RT @CheerVines: Cheerleaders do everything better 💁 http://t.co/ki8TiIYlwd
585057639295516672	@8ball_ will i meet the collins family ?
585057639287119872	@Michael5SOS, Someone told me "Make a wish" And I wished you followed me.❤❤ Could you make it real? I love you x25.748
585057639287095296	RT @AXNIndia: Jack Bauer &amp; Dexter need to find a manic killer on loose. Are you ready to help them? #ThrillNightsOnAXN
585057639287005185	Walt Disney World: YouTube Creators Show Disney Side - Part 1 http://t.co/HPN0wQjXVC
585057639282909184	Even the Oba of Lagos is Tinubus puppet. Dangotes money must pale in comparison to Tinubus. Wow!
585057639278587905	RT @WNTonight: Long Island high schooler accepted by all 8 Ivy League colleges: http://t.co/EcXNronZ1s http://t.co/E5U4hapzLB
585057639274524672	Bollywood Actress Sunny Leone – Is She Pregnant? http://t.co/9HCpi8ciA0 http://t.co/SDecpkZChf
585057639270391808	Exciting news☆I give a concert in Nagoya!! Please come to my concert! take pictures OK☆ [Aya Uchida New Al... http://t.co/97VcBC1uFi
585057639270318080	1993 Topps Cleveland Indians 27 card Team Set - *** Mint *** http://t.co/ZKJCe0t9J9 http://t.co/WqtEGvRtpV
585057639270260736	RT @Amiibo_Fan: It doesn't end there, also enter to win Pac-Man! http://t.co/bXQE8NjmLT
585057639266181120	RT @AXNIndia: Jack Bauer &amp; Dexter need to find a manic killer on loose. Are you ready to help them? #ThrillNightsOnAXN
585057639266000897	#BestSeller #9: National Geographic NG W2021 Walkabout Small Holder Bag http://t.co/g59Nx6TQfJ
585057639261831168	@Dani_Lantes
 There is clash 0f clans gems giveaway going on :) Interested? please check my profile for details :)
585057639257636866	ICv2 - Preview: 'Star Wars:  Episode IV--A New Hope' HC: Remastered Graphic Novel http://t.co/dfX8GEn7rW
585057639249403906	RT @yvonnenelsongh: God's got you! Yes you!🙏
585057639249403904	RT @ThislsAmazing: A soldier rescuing a kitten during war http://t.co/vdU73u31X5
585057639249354752	RT @STYLATORARMY: I vote for #OneDirection #TheyreTheOne @radiodisney! RT if you do too http://t.co/jvNNqHx5iN
585057639249223680	I'll fwu l8ter. ✌
585057639249215488	@evoramirez  
u can dm me
585057639245058048	RT @liuyikwan: [แปล] JSYBAR &amp; Jessture support,Jessica's Brithday  

via. @.ego13_0418 http://t.co/VcSxTimfIX
585057639236796416	RT @ScorchTribute: 👽 I'm going to post ten gifs of Dylan. If each gets ten retweets that's 100 votes 👽 #VoteThomasMTV http://t.co/jtfPeAdXoB
585057639232577536	RT @Sassafrantz: If Monday had a scent, it would smell like egg farts.
585057639224254464	@vicki_lawson5 @CollinsonTeresa why?? I'll double check
585057639224205312	RT @TeamSky: Our man @modcyclingphoto takes us behind the scenes at #RVV in his latest gallery. Take a look http://t.co/RbzxnFEzcQ http://t…
585057639219994624	RT @M_Marakovits: It's that time #openingday http://t.co/MpPk752jhP
585057639215792128	@Harry_Styles hellooo, how are you? I love you so much, follow me please, i beg for you♥️
585057639215673344	Perhaps you initially thought you would be more collaborative ... More for Sagittarius http://t.co/YKFFqxMmrn
585057639211597824	RT @camerondallas: Make sure whatever YOU end up doing in life, YOU're doing it because YOU want too, &amp; because YOU think it's fun &amp; exciti…
585057639211499521	RT @CuteOverloads: I want one 😍 http://t.co/Dq7y4kb5Zh
585057639203119104	RT @solodmsxx: The game to win a solo dm with Louis will start in a few secs 👀
585057639203110915	RT @bismakarisma: "Death is Life's high meed." - John https://t.co/JmHor9R9iz
585057639190683648	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639190568961	Her Dogs Pose For A Photo, But What She Catches Instead? HYSTERICAL!
http://t.co/rmFjETDEWE http://t.co/ghZ63UFWRf
585057639190503424	@DF_Chunji yah!!! Uljima *gives u a lollipop* http://t.co/2qJQREDv22
585057639182311424	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639182110721	“@HoodieAllen: oh my lanta” @mikeymaloney12 I AM NOT CRAZY I REPEAT I AM NOT CRAZY
585057639178076160	RT @RIBA: How can we beat the #housingcrisis within a generation? Ask your local candidate to pledge to #BuildaBetterBritain http://t.co/jB…
585057639177924608	RT @miggy897: Can I just relive the day over and over again?  @HappyMarieee 🙈❤️
585057639173906432	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639173861376	Fuck there's no napkins!!!!!!
585057639173754881	170 kg of expired food seized
http://t.co/3MxeT4N5gz #SaudiArabia #crime
585057639169716224	🙌50 cent first album &gt;
585057639169662976	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639165464577	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639165464576	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639165337600	RT @kyeongsew: Fans message: Throw away EXO next door and go to our house.

D.O.: Okay I will go. Is it... possible??
585057639161290752	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639161270274	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639161270273	RT @juleshortreed: I miss the days of no youtube ads
585057639161270272	RT @Obi_Obadike: I’ll be doing a live #fitness TV segment for @ABC7 today at 6amPST on how to stay in #shape,#exercise Check it out! #worko…
585057639156973568	follow @alhamzir_16 @awalia_20 @djatmikoriki @idr_teti @isnahuwaida @putriwhitesides @resahbina_  3
585057639152930816	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639152877568	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639152758784	@H00PINATI no. But it was correct.  I always believed in the inside - out focus. Not the outside -in.
585057639148736512	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639148621826	Thomas: Manziel must win back Browns' trust http://t.co/nhqrFCUgYj #NFL #NOSN
585057639140368384	RT @trendsCA: Lose Weight for Summer 2015! This Diet Stack is Proven To Get You Fit in 21 days! 🙋💖🏁 

👉 http://t.co/BjkxfRwKtk 👈 http://t.c…
585057639140327424	hi, do you like vlogs  please follow my youtube https://t.co/bCF1brNPYR would mean alot pease @henrileoke
585057639136010240	@MCLuhboladao537
 Can I bother you and ask your time? I'm holding kim k hollywood stars giveaway today. Please check my profile :)
585057639135969280	THANKS https://t.co/PAFZED0yXl
585057688612016129	@TheAnfieldGlory lazar n lovren absolutely shambles these players. Cost us big tym in the market.
585057688599465985	RT @DannBarton_: It's sad when the people you love changed.. http://t.co/2e2RU7BLIk
585057688595365889	RT @FABLOUSFOUR: WHAT EVEN IS HARRY

WHY IS HE LIKE THIS http://t.co/rDzV2MqpNP
585057688591147008	RT @Porunn_Lothbrok: Happy Moon's day! @Norse_Elsa @slayerific13 @pack_of_one @RandomDanish @kershaw_martin @saucyhelga @Jesse6_james http:…
585057688586887168	@Brookyla girl you know it's cold out
585057688582619136	@taygaryens Hahaha! I'm sorry, I really am. My friend started it, so I'm retweeting all her Achele RTs because I can never ignore them
585057688578588672	Closed Buy 0.1 Lots EURUSD 1.09778 for +12.5 pips, total for today +40.4 pips #forexUS #forexsystem #forexbestsystem
585057688570171392	Hmm "@omojuwa: This is how the PDP spreads lies, they get many idiots to tweet it at the same time. Like this http://t.co/Xrw0pPk6sa"
585057688570081281	@realsexxfactss sucking dick, having his baby, being perfect...none will make a man stay or be faithful. Its up to HIM
585057688561659904	@SMTownEngSub so chen is trying to teach kyuhyung call me baby dance 😂 go go chen machine 😂
585057688557645824	RT @kyork20: The Evolution of the Employee (and expectations) #HR #culture http://t.co/KBCVEQkhaL
585057688557596672	RT @PresidentRaps: Barack Obama singing SexyBack by Justin Timberlake http://t.co/rx1rEUZS9t
585057688557522944	Don't think Ima go to school today my back &amp; stomach cramping too bad right na . 😑😩
585057688553443328	I'm tired of feeling like I'm fucking crazy
585057688545075200	RT @DatGirl_ICEY: So when they finally DO understand that racism is alive and well they can only see how it affects them. Not anybody else.
585057688544911363	@Zoraiia nah dude not even
585057688544911361	RT @ManongHugot: God doesn't give your the people you want. He gives the people you need.
585057688544878592	15 DISTURBING WHISPER APP CONFESSIONS FROM TEACHERS http://t.co/wQSChafbFr http://t.co/6ZPmcyY62m
585057688540860419	RT @zaynbaabe: RT to be in a Harry dm solo 💎

Mbf @stylesbeautyx +
 @nglemily + me 🔥 http://t.co/OnMUsb9wEY
585057688540839936	RT @ODOT_Innerbelt: Today the right lane of I-71 south at the I-90 split will be closed from 9 a.m. to 2 p.m.
585057688528297985	RT @Barnet_Bee: 4th official Lee Venamore is a relentless man: "Try &amp; stay in there [technical area] for me, Martin." #losingbattle #Barnet…
585057688519860224	Show me what forever feels like
585057688507158529	Your ongoing need to maintain order at home makes it tricky to... More for Capricorn http://t.co/ONLqrRLrJQ
585057688498921472	RT @Nashgrier: . @bounceforjack hahah hell yeah 👌
585057688498872320	This makes me feel a certain way http://t.co/8YduP05UhJ
585057688498745344	Happy birthday broo😈🔥 @zack_nadle24
585057688494583810	Pussy meeting tonight http://t.co/PpzHNmGo9f
585057688494551040	RT @KhurrumZamanPTI: Had amazing rally this evening in NA246 with @ImranIsmailPTI salute to @ImranKhanPTI tigers who faced stoning at 6 spo…
585057688486162433	@anshshah7 no chill at all
585057688482148352	RT @ErikEich1979: Student Loans can be a big pain!  Check this out!  
http://t.co/s23aWTG1sP
#student #crowdfunding http://t.co/oWtHEUA1RE
585057688482095105	It takes me personally forever to obtain up and obtain ready for function
585057688477954049	2x White 24-SMD LED Bulbs For Car Backup Reverse Lights T10 912 921 2825 12V NEW - Full re… http://t.co/sYGPwXeVzu http://t.co/D6lYhKRBTH
585057688477904897	GDI, can I just be that person.
585057688477761536	RT @SoDamnTrue: Wake up every morning &amp; tell yourself that you’re a badass bitch from hell &amp; no one can fuck with you &amp; then don’t let anyb…
585057688473751552	@laurenplatt7 What was it like talking to @ddlovato on Skype?? 😘😘
585057688469561345	“@_BHamrick: it's hard for me to let people in because no matter how much they say they're different, it always turns out the same”
585057688469516288	I caught one of our big time douche wrestlers sucking a guy's dick in the boys' restroom earlier this week. -Central
585057688465367042	Good Morning and Happy Monday! 

Do your followers/likes increase weekly? 

Have you corresponded with customers... http://t.co/ifCswcRL6F
585057688465342464	RT @Caspar_Lee: Finally, thanks to all of you who support my shit. You've been with me through a lot and I nearly love you more than I love…
585057688465313792	RT @intensetexts: how i wish i had someone who made me feel this way http://t.co/V0oGlzCy2b
585057688465219584	RT @LifeTextMessage: Yeah, I talk to other people, I laugh with other people, and I hug other people, but none of them will ever mean as mu…
585057688461176832	I posted a new photo to Facebook http://t.co/zqagemwGrB
585057688461168642	RT @thesheetng: PROUDLY AFRICAN! Ghanaian Millionaire Quits Microsoft To Build University That Educates Young Afric… http://t.co/5hR2JnA0XU
585057688461168641	I posted a new photo to Facebook http://t.co/Di19ULUwle
585057688456798208	@RealLiamPaynePH congratulations! :----)
585057688452800512	Lunes https://t.co/0HLJPbv66a
585057688452780032	@ethelbertrufo hi my name is Sarah and I'm an independent presenter for #younique please check out my website http://t.co/s2VdQzAyth
585057688452734976	@JaredStillman FIX YOUR RADIO
585057688448606208	RT @Heartstagram: My philosophy is: If you can't have fun, there's no sense in doing it.
585057688448446464	RT @V_Heritier: I want to tell you my experiences in war so that younger generations don't have to go thought the same horrors that I dit. …
585057688448442369	WE HIT 200 SUBSCRIBERS
585057688448438272	// one_niall_pls // 

Lovin' everything about your account have a gorgeous day like ur face
585057688444391424	RT @Pirates: #THIS. Our outfield is smooth. http://t.co/2hQbAc2T8O
585057688440205312	RT @willferreltwitt: I'm clapping because it's over, not because I liked it.
585057688440049666	RT @T0MLIVOGUE: GUYS, WHO WANTS TO JOIN 'KAVOGUE' SQUAD? RT/FAVE

#PUKPUKINGNSLEDGEHAMMERANG5HFOLLOWPARTY
585057688435953665	I just checked in @Footaction with #mPLACES  Download today!  http://t.co/9iU7GWkSP1
585057688431808513	RT @ClimateNow: Modi says India to strike own path in climate battle http://t.co/E0jC1Lyp46 #climate #India
585057688423440384	RT @Shamiya_Surratt: “@Jay_symone_: 👰 @Shamiya_Surratt” can't wait until the big day 😭
585057688423374848	Unfollowatemi pure...se non sono LIPHLICH sono Motionless in White 
#sorrynotsorry
585057688423247873	My phone is giving up on me.
585057688419225601	Snapchat is messing with my head with all of these changes
585057688419176449	Cement is just R65. Build your own cheap toll gate. "@Kholz_N: I die inside every time I have to part with R75 at swartruggens toll gate."
585057688419172354	RT @CustomCutting: Special Price for you from naoDesignsJewelry by- naoDesignsJewelry http://t.co/CgPomjhB8z http://t.co/0h0XrB2NVN
585057688414887936	RT @CHlLDHOODRUINER: SpongeBob applies more to my life now than it did when I was a kid http://t.co/a0GqSaAQ1l
585057688414851073	"@itsBFFgoals: I really want to move to New York already 😩🗽🌉🌃🌆 http://t.co/YhI8mFfE4p" @MYaMyot_ @putraashmen #dakny
585057688410841088	RT @ILLCapitano94: Depressed ≠ sad. Bipolar ≠ mood swings. Mental illnesses ≠ temporary emotion. Stop using these terms as funny/edgy adjec…
585057688410796032	RT @justinbieber: The #BieberRoast starts now on @ComedyCentral !! I'm screwed. Lol http://t.co/MtVEwai0wt
585057688410685443	He's imperfectly P E R F E C T 💙
#MrckyBby
585057688406593536	RT @FunChatUpLines: Are you an iPhone app? Because I would taptap dat ass
585057688402333697	RT @michelleringor: physical attractions are common, but a mental connection is rare.
585057688402309120	RT @HBNDreGotti: He told me I can't have a boo and If I do he better know how to fight 😂😂 #moet😘💍💦
585057688402272256	Today stats: One follower, No unfollowers via http://t.co/SF4L2oOUj0
585057688398209024	I posted a new photo to Facebook http://t.co/rIiP4dlhkb
585057688398200832	@_iruntrack__ lol mmmmmmmnmm Iono chey go there😂
585057688393883648	@Navyadharshini :-)) should be the same address last time?
585057688381325312	@zaynxallybiebs the voting is already over lol ;D
585057688373108737	FRIENDS: The Complete Series 40-Disc DVD Set 236 Episodes Standard Version - Full read by… http://t.co/ZSq0IgTYab
585057688373092354	Come on Bradford ⚽️
585057688368914432	RT @njhoranswifey: @dmgiveawayy THANK YOUUUUUU! THANK YOUUUUU!
585057688368779264	RT @jaysondogphresh: You want something or even someone. GO GET IT.
585057688360509440	I do not feel like getting out of my bed 😞
585057688352116737	Can't believe I've just gone and spilt my drink all over my drawing!!
585057688352063488	You from where they never make it, you should against the grain. 💯👌
585057688347881472	Personal space would have been good in Wigan last night
585057688347750401	RT @Real_Liam_Payne: Now in home I just wanna thank everyone for an amazing start to the tour  now it's album writing time then back to it!…
585057688339353600	RT @OMGtrolls: The struggle http://t.co/OLAZjSyKuR
585057688331100160	@_Devil__Girl What?
585057688326955008	Black Sabbath Born Again1983 Exc.ConLP Album Vinyl(598) Mirror Finish! Tour Book http://t.co/gkbRx3KTE0 http://t.co/dLADQO9AmE
585057688326901761	RT @ItsFoodPorn: Strawberries &amp; Cream http://t.co/uz2WVpGQGA
585057688322777088	@groovyrico yea, it’s canada
585057688318582785	RT @kylegotjokes: When you pick your sidechick up from work in your girls car http://t.co/9nOLDDJbDc
585057688318386176	RT @xiqogylecem: Oh, bother! The golden age of animation is dead. Walt Disney Pictures is developing a live-action version of Winnie The Po…
585057688305840129	RT @Louis_Tomlinson: Gonna order a fat dominos when I get home !! Been toooo long
585057688301740032	Anyone know why my custom inflector rule is no longer being respected by latest Ember data Canary?
585057688293396480	RT @_ameliacooper: Love driving in this weather ☀️
585057688293367808	RT @callher__jayy: Mood http://t.co/D0LdS3DvAD
585057688293253120	RT @snapitsangelica: *says niaca at least 1,000 times a day*
585057688289161217	@khiryshelton14 a much better than saying "Practice makes Perfect"!! My lazy @$$ never wanted to practice coz I knew I couldnt be perfect
585057688284979201	RT @InstagramPros: Instagram Followers - How to get more followers on Instagram for free: http://t.co/M5h7khzIRm http://t.co/Ia90pPUCMz
585057688284979200	May the force be with you. http://t.co/zfwBLUAice
585057738067181568	RT @BBCSporf: FACT: Manchester United's Premier League form since Wayne Rooney started playing up-front again:

WWWWW http://t.co/9BP6rt420l
585057738067021824	RT @Amedepoete: The Klaroline Fanfiction event was so nice, I hope we'll do it again soon :)
585057738063015937	Miss Crazy Lady, always draining me, subtle sparkle, descending into me.... http://t.co/qK0OS8IjWv
585057738062831616	@Louis_Tomlinson hello King Louis Tomlinson! 👑👑👑👑
585057738058772480	RT @AroundChiTown: Chicago Police Catch Escaped Murderer - http://t.co/XxX9oVhdV2 http://t.co/5PPF9qJUse
585057738054598657	THINKING OUT LOUD
585057738050445312	RT @zaynbaabe: RT if you still arent added to a Harry  dm solo 💎

Mbf @stylesbeautyx + @nglemily + me :)
585057738050375680	RT @xyyxo: true colors will eventually show
585057738041892864	Yaay! Pie!
585057738041864192	RT @1DStalker: Louis now follows all the boys on instagram except harry because that's literally not shady at all
585057738033647616	gotd: 6.7k &gt; gotm: 7k 👨🍳
585057738025238528	RT @SixthFormIssues: It would be nice if this hot weather didn't come out and taunt me when I'm trying to focus on not failing my A levels
585057738025205760	@projetoffandom: Quote if you want @HarryCook follows you  #HarryCooksFollowDMSpree 22
585057738021011456	RT @kylegotjokes: When you pick your sidechick up from work in your girls car http://t.co/9nOLDDJbDc
585057738020954113	RT @SOUKOR: STOP http://t.co/QaqZyI9br6
585057738008502272	Does anyone know who those texts were with that camila posted?
585057738008440833	When you learn to live for others, they will live for you. -Paramahansa Yogananda
585057738008342528	sex clip: German amateur bitch gangbanged #sex #movie #hot #iPhone http://t.co/5dkJBX7lMS
585057738008338432	RT @bulbaseok: jd explained "call me baby" and realized he sounded like a home shopping show so at the end he closed with "this was chen's …
585057738000072704	RT @RelaxVibes: Don't confuse your temporary problems for permanent ones. Nothing lasts forever. Everything is temporary. Everything change…
585057737991528451	What on Earth happened to Snapchat?
585057737987514368	Whateveeeerrrrrrrr!!!!! 😾😾😾Tssssskkkkkk 😼😼😼
585057737974775808	RT @Omar_Gaza: Shocking devastation hit #YarmoukCamp after people trapped between #Assad barrels &amp; #ISIS!  #لن_يسقط_اليرموك #اليرموك http:/…
585057737962229761	RT @ComedyPosts: the accuracy hurts http://t.co/QvahKvssVi
585057737958105088	NEED! ==&gt; Unbreakable Kimmy Schmidt females are strong as by lemondifficult … … http://t.co/jAqjwnndgB http://t.co/2Cnjdr91lq
585057737953976320	RT @CandidKathryn: Borrowing from my new friend @CapriceTheCoach. Lovely to meet you! Keep up the great work! #DrOz http://t.co/pnR1gR0cvl
585057737949614080	150406 Starcast:
Chanyeol said Beautiful is definitely Suho's song

Cr.sehunownsme
585057737945522176	RT @BestofPisces: #Pisces is confident but not cocky.
585057737945415680	@DonSutherlandMF And then the Great Unwwashed get distracted by some crap,
585057737941377024	ASSASSINS CREED IV BLACK FLAG PS3 - Full read by eBay http://t.co/FhxK2opO1G http://t.co/OJzMA9CCBC
585057737941225472	Then, on that day, you will surely be questioned regarding the favours. #Quran (102:8) #Letter4U http://t.co/LClfYTyIiC
585057737937199104	@KingCarter_23 So you purchased a home and ain't tell nobody?
585057737937182721	@liveamp VANESSA MDEE FT K.O NOBODY BUT ME #SOW
585057737937182720	RT @e_johnson01: Happy birthday @Britney_faith 💖💖 miss you http://t.co/ACnkE2tops
585057737937039362	Just posted a photo — https://t.co/xz3se8VqcZ
585057737932840960	@jamielifecoach AWESOME did you see it there too? It didn't show my side but I know people in UK and USA saw it bc they sent me screenshots
585057737928798208	RT @ThoseScouseLads: If some of the players can't handle a bollocking from the manager after that disgrace on Saturday then off they can fu…
585057737920253952	A powerful and yet - a simple prayer to pray is:  "I trust you God."  That simple little prayer can give you so much comfort.
585057737916059648	Alg: 9.2 video link https://t.co/SUAzA2UUPO #ilesalg
585057737907838976	Have a nice Monday everyone.
585057737907798016	RT @wordsofladies: For attractive lips, speak words of kindness. For lovely eyes, seek out the good in people. -Audrey Hepburn
585057737907634178	Jintigger😁🙈 http://t.co/y5L9MFkekr
585057737903628288	I'm feeling great by the waaay
585057737895206913	RT @dvogel7921: Blog Post: A Novel Idea:  Help a Child Start a #Business http://t.co/Pci7I1SmAz #FinancialConfidence
585057737891049472	I Trust 2 males in this world my pops and Benjamin Franklin bc I can honestly say they always been loyal.
585057737886855168	RT @ZouiriNialll: RETWEET IF LIAM  DOESN'T FOLLOW YOU AND I'LL ADD YOU IN A SOLO DM WITH HIM.MUST BE FOLLOWING ME
#Directioners  #BestFando…
585057737882656768	RT @_BossMan_t: Life a bitch!
585057737878466560	RT @Sky1876ent: Hey Sky network is like magic get your  own tweet re--tweeted over 50 times just add @sky1876ent And  See what happen http:…
585057737878409216	RT @Harry_Styles: Everyone who came to the tour so far, thanks for having us. We had a great last show in Dubai. Huge thanks to all the cre…
585057737874219008	#Walker #1% #elites WI 1848 Forward: #Marx , Groucho : Are you a corrupt #politician ? #47% #99% #wiVote #VoterID #NH http://t.co/GfaKR18uVe
585057737874214913	RT @Peaches_HQ: ..Retweet if you Follow Back #PeachesFollowTrain
585057737874083842	Perhaps you initially thought you would be more collaborative ... More for Sagittarius http://t.co/WLnewfMT1a
585057737869918212	RT @culitodekoala: Aireeeeee http://t.co/ECViXdRynb
585057737865883648	Heslow 💁
585057737865846784	RT @Sky1876ent: Hey Sky network is like magic get your  own tweet re--tweeted over 50 times just add @sky1876ent And  See what happen http:…
585057737865764865	RT @PatamaNiJuan: Pag Walang Pasok:

Breakfast
Watch TV
Brunch
Movie Marathon
Lunch
Semi-Merienda
Twitter
Facebook
Merienda
Instagram
Dinne…
585057737865764864	"@VinniKyu3424: "@KyuzPump: Kyuhyun learning how to dance their new song http://t.co/5FUOIhIeyQ""
585057737865760768	RT @Fact: When you're happy, you enjoy the music. But, when you're sad, you understand the lyrics.
585057737865691136	#BalangAraw you'll realize how big of a loss I was, and I hope it hits you hard.
585057737861652480	@GeorgeLineker please help 😗❤🙊 http://t.co/UOPRmidv1E
585057737861570560	u so witty gahd
585057737857490944	"Thanks to my Saiyan cells loosing makes me stronger, despite my hate for it, Gohan beating me has only made me-- http://t.co/WnzkgZWBNP
585057737857441793	RT @mcirvin24: @Cheyna_ you were in my dream last night talking about being in a good mood when I asked how you were. Imagine that.
585057737853300736	RT @IrishRepubIic: 99 years ago on Easter Monday 1916, all of Ireland is proclaimed a Sovereign Independent Republic #EasterRising http://t…
585057737848926209	RT @lovelyb_0506: Baekhyun &amp; D.O are flipping through the albums as though this is the first time they saw it 😂😂😢
585057737844858880	Wore My White Shoess On The Wrong Fucking Dayyy
585057737840664576	@UnitedVoiceVic #CarPrice don't affected by #Challenging #GSTMalaysia. http://t.co/fkfyDpWGEA
585057737840529409	RT @SexualGif: my husband better look at me like this when I walk down the aisle http://t.co/mSsbhZODRH
585057737836486656	RT @ErikEich1979: Student Loans can be a big pain!  Check this out!  
http://t.co/s23aWTG1sP
#student #crowdfunding http://t.co/oWtHEUA1RE
585057737836470273	RT @jdforshort: Excuse me, I'd like to return this. It's libido is broken. 

Ma'am, that's your husband
585057737832341504	Legit this is Fat Buu IRL when he sees potential candy 

https://t.co/13lfBX4hfI
585057737832300544	RT @Sky1876ent: Hey Sky network is like magic get your  own tweet re--tweeted over 50 times just add @sky1876ent And  See what happen http:…
585057737828016128	RT @http_dinah: Dinah took this pic like "Oh just good DC photography" "Sike bitch you thought" http://t.co/apSvTLGqNr
585057737815363585	@onedbuterax followed! 😘😉
585057737811329024	Well sir, we-all want royalties 😂👔🎬. #ForbesQuoteOfTheDay📈
585057737811300352	RT @GISALEGEND: Guys can we help @ManicBadja to 100 subs https://t.co/dj3JkJ3p4d he's only 5 off if we can get him there be ace RT around :)
585057737811177473	i didn't exit the womb for never ending lectures from mom 😒
585057737798787072	@NFLPanthersSB cool! Good place to get gracias ;)
585057737798627329	That was too close
585057737794576384	@AnnikaJadeHatt you never can't "can't" with me.
585057737794551810	@OG_KIDVA @alissammarriee how you gonna throw me under the bus
585057737794428928	Heard my mum and dad talking about 5sos and me. i wonder why.
585057737790197760	@jaelanuza love ur caption doe haha
585057737790193665	"@MarilynMonroeDC: I'm young, but I've been through a lot."
585057737781989377	RT @AmareshMisraFC: "Jerusalem shopping festival" an attempt to loosen the Israeli noose http://t.co/S3KYbWcTmH @themiamivoice @MLKstudios …
585057737781989376	I woke up pissed off 😳
585057737769426945	@justinbieber  I LIVE YOU♥♥♥♥♥♥♥
585057737769222145	RT @SOUKOR: baby noddy! ✨ http://t.co/vlulDDinNF
585057737765158912	RT @Harry_Styles: Everyone who came to the tour so far, thanks for having us. We had a great last show in Dubai. Huge thanks to all the cre…
585057737760968704	RT @Rylan_Lavery: Sitting on the Real Madrid bench. Coolest thing ever! http://t.co/SjvtQXzXTk
585057737756676096	@Torcianowinery ♦ Watch them traveling through Africa in their Land Rover ♠ http://t.co/Oyw0GZxwJf ♦
585057737752588289	@Michael5SOS, Someone told me "Make a wish" And I wished you followed me.❤❤ Could you make it real? I love you x25.751
585057737752588288	RT @Louis_Tomlinson: This leg of the tour really has been amazing !! Looking forward to start working on the new record but gonna miss the …
585057737744220161	#topless smiles RT and follow me for a #followback x x x http://t.co/aW5o9D5i0W
585057737744056321	don't rely know don't really care
585057737740054528	NowPlaying  Happy Little Pill - Troye Sivan click http://t.co/2LwJEJnwl6 to tune in
585057737740005376	Bears start their offseason conditioning program next Monday on the 13th
585057737739935744	RT @lAMTAYLORSWlFT: guys i just got a ton of instagram likes and followers with this free app 😱😝 https://t.co/C7wBoFD05e 👈 http://t.co/iyuy…
585057737731678208	If I have taken pictures or video for you or your family, would you please post a quick comment at the link below... http://t.co/0XUSgmwaLp
585057737731661824	Bank holiday weekend in Majorca👪❤️ http://t.co/qBoQBYPIWM
585057787022946304	RT @MiriamMaldita: I mentally murder people I don't like.
585057787018928129	So the first time SamCam opens up about the death of her son, generating masses of sympathy, just happens to be during an election campaign?
585057787018780673	I posted a new photo to Facebook http://t.co/yktZx8DGkk
585057787014729728	RT @Obi_Obadike: I’ll be doing a live #fitness TV segment for @ABC7 today at 6amPST on how to stay in #shape,#exercise Check it out! #worko…
585057787014553600	Hello Ashley, T Shirtz and Hoodies are named by you! BUY NOW!: http://t.co/JFPbgoSfa2 .Thank you @thoughtsofash http://t.co/VlKFPyYl0N
585057787014545409	RT @miwakunochibusa: Like: lifeissurvival http://t.co/AutrMdZzgh
585057787010539520	RT @TomLondon6: Labour's @willscobie doing well in #Thanet. If #Farage loses, he will not even get a footnote in British political history
…
585057787006156800	CL OF 2NE! #TIME100

Christina Grimmie!
#RisingStar  
@TheRealGrimmie 
@iHeartRadio 
 #RisingStar 

x199
585057787002003457	@Superb_Naim thnks 😊
585057786997960704	RT @Louis_Tomlinson: This leg of the tour really has been amazing !! Looking forward to start working on the new record but gonna miss the …
585057786997805057	CL OF 2NE! #TIME100

Christina Grimmie!
#RisingStar  
